order_id,customer_id,product_id,quantity,order_date,total_amount
c23d2c9a-3595-40d2-b33c-8326e888aed6,ea7769d6-b9bb-426e-8c37-bff534188617,e88fed5b-1d68-43a3-be93-6e6ba71db3fa,7,2023-10-04,25353.00
ac29c613-ae39-4d22-a602-cd043a88e36c,b6a2ca55-b627-47a3-bdef-85b24a3f00e4,23ee0c3d-9df1-46aa-b783-d1aa36faa4fc,7,2024-05-10,85504.96
49694426-9adc-44ec-b0ab-29bd9fa61bf7,d0f53e89-37f0-467f-a03d-720601760a91,9316d9b4-55be-4f65-8ae2-778ec0a63f5d,9,2024-04-03,14436.24
7f05914b-e698-404c-9375-4aa527345646,11ad4b0f-bff9-4aee-b953-e9ef7316551c,79dc5c4a-b6b2-4601-982c-eb2e69ff63a7,3,2023-07-27,97314.21
83f58b87-bbc8-42dd-b6da-17dc515c5bbd,fd9cc711-cbde-45bd-a584-a68a9613c178,012fe61e-2212-48ba-80aa-4871d2d688ab,9,2023-11-18,40888.74
b4c85351-bd30-4c03-bd7c-53e615d9b335,dd8bdcc1-253e-4d44-b900-183afd043501,cd8d4730-88af-420c-8850-9da1039d451a,4,2024-04-13,45564.52
562c85b0-179c-4436-b457-9164f124b22d,77d3b34d-a5dc-42c7-94ac-a588988cb5d0,f1ab91c1-c97a-443f-b4c1-6a76102a11a5,4,2024-04-28,47174.60
f9e2d23c-0794-4ff8-927f-f4b2330f0786,842eae6e-332a-4dc2-b784-2e922a64d4d6,a869ac59-410e-409d-bdd5-ee8c9737c72c,8,2024-01-15,34871.55
b8c4244b-a9e9-4c22-9ae0-c99fa1228c22,f73442f4-43f6-48a0-bd56-1c77bde39db7,1b27e620-6f35-4cad-aa79-03d9add79062,9,2024-05-25,98964.40
aa3523da-0d32-4937-9c7c-dc781c228879,440951bc-2945-43b2-811f-445477ba814d,0f4350e6-5154-4ea6-933d-e4e6ebb9efbe,9,2023-05-29,34610.31
fada6c26-e512-4f27-811b-7978a97374f6,7ad6828b-4a25-4030-a3e9-c8087bed43d6,461ab41b-78d6-4f5d-8779-5e7107200bd6,2,2024-03-10,51820.42
bf56f449-2792-430d-ade5-ab0ce0e5b7c7,89a82ebf-6446-4ebc-bffc-82588a30b200,103e09c0-6a87-4463-a5a2-01841991cba0,2,2023-09-14,60229.87
0085d3f9-60da-46e7-b3f2-a868b05dceeb,0746b3d9-e156-412c-8caa-8322de3f8f5e,e895e886-ef51-452b-9e1b-f2c3aa2a22df,6,2024-01-09,19214.89
3a002b1f-091a-4dd5-8195-d25d73a8e258,dd19696e-6fc5-490e-ade8-98fe557a949b,58da52e3-7304-443d-98e9-2b7e1ea0658a,8,2023-12-10,58192.67
340012a9-7f46-4326-b8f5-5e865109054c,c6f433ea-cb4b-4d1e-b483-37c901cb8a4c,4d92fc9c-0520-4f15-9fe6-acb4a04af60e,9,2023-07-19,15853.05
be3174e8-73a5-44dd-b9fe-0dd6e95c5a34,b8cee259-d6e7-4072-9c5a-9898f7084b81,d6aea2ec-9992-470e-8013-d200dcf81a8a,10,2023-10-06,38298.43
b70328b8-7f39-4454-9f6a-319630e28f5b,58edf113-326a-4ad1-b1bc-4901e1e942e2,52f07a4f-23f2-4b16-9587-1b26a1e6d2cc,9,2023-07-20,36831.06
52f3353d-39da-4c08-8e8e-69be0123e933,5a125abe-6864-4de2-b368-ecb0b69588f0,72938715-6370-49a2-b3b6-68ee3fa28639,2,2024-02-24,58265.64
ffa73831-afdc-4f98-b6a5-17fddb90d82d,07082cd3-e342-4718-8266-43f740777dc3,2c79c497-9492-454d-8938-a2099b22c497,9,2024-04-15,35434.11
9c92bdb0-b71a-4034-9cf8-a14837ee14da,6692c18c-569e-439e-b5f5-5f62ba72e510,faf69664-66c9-4356-8d7d-d9fe6743d365,4,2023-09-02,16184.98
3291ab30-dbf2-4eb5-8265-7a321b26f550,e1635ecb-0843-4b29-977a-20865f6a356e,dcf368e7-8973-4999-ab35-fc3458e0e28c,4,2023-10-13,51122.49
109a83fa-f4cd-4b77-977c-455d3f55b9b3,e7f38879-7cfc-4803-b002-110c192e8722,aa5cb0c7-036a-4e0d-8047-c18f171458ca,6,2023-07-10,48371.25
bae21a27-fd4a-4570-8983-c4dc79d98507,698ce72f-85b8-4fca-af2b-5a3f8bf111b7,1d3f1347-f8e1-4b18-83cc-fecb1cf72217,10,2024-05-11,30516.74
d1f4a65b-c04a-4f56-8850-d4ce880b4c7e,3c1a9eec-5629-497b-8590-b157849a4dac,2e6cbfc1-3009-42b4-a7b4-38836fe91ac6,10,2024-05-23,43850.78
79c55452-eab4-4fc9-b287-5151a4ad8485,99fb9664-2f05-47e3-b932-e28bbbd12d7f,884427c6-8777-4884-87b2-e0e71756bd57,2,2023-09-21,67128.81
5d998762-bbcf-48ca-9e3e-4ce68d71e673,1b076178-172e-41ce-ac3d-83d402a4f635,0b8f4bbb-bb00-4f47-993b-370fd289b603,4,2024-04-13,21930.62
098ff1ff-d256-41e9-b14c-e379b9812e5d,c24e35bc-aef4-40e4-8e42-5a97f2ef7c8f,fe891ed9-bcea-4b33-b11e-d34c02188df4,10,2023-05-27,70680.62
0576dbc4-05b7-4b20-a04e-65fe701f5635,1d5ffdce-ae8b-455c-9246-4c75900b86f4,a5716d39-b386-4638-802d-c6c5ffcc6144,5,2023-12-22,65336.14
66031dd3-6de5-4590-aae3-2f2fc825e344,902f9f17-294a-42aa-860b-c67afce2b886,219f9621-a034-4355-b152-5c2484ad72c8,4,2024-04-01,16166.32
25f57f57-42b7-4763-937e-6349ed2eb57b,f6758f60-ee1a-4648-aa5f-3ad21979bc6e,a9e43cee-8dfe-4b42-8856-ff7b7501ec46,10,2024-04-09,79804.52
5f5fe279-cb34-4fc6-9388-d25cffceb82f,791bd284-53c2-43d2-87fb-2cd6a1224d42,95799c9f-d1ff-41b7-9614-1f0c372c2802,1,2023-09-24,71871.88
fee98029-4e89-4f54-bdeb-04366e74bb98,15e0850a-2590-4236-9c0f-de3b0a155325,fae3f97d-9686-4389-b019-cb90a31cc002,5,2023-10-08,58814.14
9ccdbfbf-fac5-46de-bd2c-3fe153fe9edf,d0a57457-1137-4671-94f2-80d1f3fc7634,12b91462-994b-476d-98a4-b1c149711dcb,7,2024-03-03,69627.82
7b434672-2e4d-4cf1-aff9-df97a0feca1f,d8973abe-2b59-4d6d-8cbc-750d300baa78,dee77613-1a2c-4bf4-b110-d95f3e50e2bd,3,2024-02-03,72067.12
4513e829-bb74-4ec7-834d-61fa168cf3cc,45a4748d-e6ef-4f78-a761-728b6f530512,38edf4e3-8edf-453a-b500-f317d6b2b2ac,9,2023-07-19,65597.76
1cab354b-f6d9-4ecf-832e-dffe60c85a77,b789acd7-0f47-48a4-833f-a3dd51b31851,649719e6-f749-4cd6-8b79-0216244c3962,10,2024-03-30,54503.23
c7ec3da2-440b-4684-a4ee-97a4a1c83e43,88560416-e30b-4a26-91e6-b405e87f2707,90d688f4-8b60-458d-9e88-4dc9dedd49da,3,2023-10-29,97252.60
2eba0b48-dd5f-468a-b025-c117b6942c82,3cfadbc7-2901-4fff-815d-bdcc6f5c0d03,9271a6f1-1717-45c2-9fb5-ede72cbe35b7,9,2024-04-14,13584.51
824b1619-57fd-4f2c-b595-d593622ef89a,e8389b9a-dd43-498c-9465-cea9dea6350e,6d0501a3-b5d2-4ae7-ac12-d5d628f640ac,8,2023-10-14,37999.24
4bb0f40c-40cc-4b24-a006-f3897aef285c,3f8e3587-dac6-4000-9602-0cc28acc3550,0ad567fa-fdc2-49b2-9191-ab6ca8a2d7e8,2,2024-02-05,52203.59
1ccb3144-8439-4c78-b72b-0db9c5b500d9,e3a155e0-743e-483e-944c-bdab0734091a,8a87a4ac-3284-4214-82d8-593753e58bcc,6,2024-03-28,41270.46
53d6a2ef-f376-48c1-ba1f-ee2bbc3ff51e,207211e3-4fa2-4ebb-89bc-4d9553dcc8d1,f3a9413d-7e55-4180-bffb-5c9337e6a6ca,8,2024-01-02,78497.71
c7e7e281-0863-45f4-831a-9ea367b05f2e,692383d8-0488-4f26-8ebc-fede00711112,5e75753f-55b7-4a2f-b100-8f8134d48365,3,2024-05-05,91600.10
cc2cce50-953c-408c-a350-30f04f532cf9,b5c95125-f159-4edf-a061-800524cd4038,0e5ab6cb-f5ef-42e9-8e39-8830d57506a8,10,2023-10-09,93318.46
5665b8b3-d0af-41d1-9f0e-284e9e48d15b,07769da8-a9a4-4a6a-b871-88875d9100e7,64ddcb2d-c6ca-4597-aadb-0693bc745f34,6,2023-07-04,91970.40
315b98cb-df38-471f-a7c1-403889d1995b,f170a12d-ce65-4f79-a1f4-8cd71a4360ba,77e0c931-5257-4952-adce-0f66a425d1fd,6,2023-06-16,30436.58
b4534224-b3f6-4d52-85df-758625200f6e,e017ae7b-5cd3-4d72-b3ef-73a921680154,e0172b7a-b2fb-4de5-8e50-8baebf4f03e7,4,2024-01-31,21333.47
6d9423b3-f11a-4d88-a4a5-922dd52c12e1,660b220f-ef3e-4894-a198-dabc15a5fc75,71f7135b-5062-48c8-a351-3fd662f199cf,6,2023-05-28,47410.74
4972a3db-291d-430c-a72c-b14f75ed420c,8b15261b-b1c9-4d73-ba3f-fb82325850da,de02a538-8155-4de3-826e-745874b4a4eb,10,2023-10-25,40225.43
bd4c86e9-7350-4ff3-b4ae-fab2ce11ec0d,1d730741-616c-4c8c-ba63-53e53675ba53,f6db2793-a915-4345-b9c7-e7763c612b96,6,2024-02-05,57366.75
8292a7a3-3181-490a-ab1a-a8b4eb5a2bd0,405fa422-b8a4-47d4-9c4e-b605e8845a32,71dcf869-033e-4dd4-8f91-7ed5c5551b62,10,2024-02-09,26006.62
3aafcf4e-dd29-402e-bf03-d20091160328,0626c19b-b680-40f9-ac83-5be1c543d664,02ace349-8b8b-427e-8543-2ec6858323f7,3,2024-01-05,50909.04
f76a54fa-4879-4c87-8038-48b443496af7,80eb5e67-24aa-4f83-81cc-91020f91c737,7a48f9a9-55d5-4424-a381-0c2b9bc771c0,4,2023-10-09,27219.77
67601923-6729-4f67-80c3-446076fdff6d,01c750e1-9317-409e-8b08-28e3a2ca6bb1,f2162f4b-3d3d-4d7f-8a28-d6e623e88058,5,2023-08-31,51242.83
1d9af78c-506e-4451-a138-2e5da6876dd1,1cef0cae-e795-48cc-b79f-b2347163ab8e,a4dbfbb4-b7e4-4326-ad74-1c25b439e8cc,7,2024-02-23,92884.28
be75f818-a178-469e-8af2-e150f477a966,92808177-9d35-498a-b79d-f3a4a4372281,46635ec1-6974-4967-ba13-7c086f53d5cd,5,2024-04-06,96023.03
a45d1b90-c14f-4cfd-8aa8-fa2c16617e7f,8d167b6c-f283-4d41-a883-a0ba1f69c1b6,011cbe2f-2026-4050-8955-0ecec46b5302,7,2023-07-21,82846.28
cbacdfcc-868f-4384-82e1-d885b0243ac1,d4833471-62f3-4021-8501-5a5b47f93b4b,403bb77d-4bd9-4a3d-823b-80eec7c36393,9,2023-08-17,28531.18
7d8916b3-85de-460a-8e41-947f8aa384ea,47ccb0d5-7c8b-4d8c-8157-211ca5f41c01,b5dda19f-efb3-41b0-9c5d-1c39030f234d,9,2024-04-23,13042.30
447ea958-71d6-4dbc-8e5b-ff88f56d30f1,611f6860-42d9-43b6-ad11-e2d3d076482c,4a9067eb-ad90-4ce0-ad3d-fbad33770267,3,2023-10-26,66491.91
82bb2964-23b7-493e-90a6-5f44df25ac94,38dcdcd2-1781-448b-aa5e-044447499ec7,76e86310-af0a-4440-8692-5b717e9d5730,6,2023-09-28,29162.42
82c34196-1193-4bb5-9a79-cdca8433593d,fdd472cf-5a7c-494d-b905-43f6e28c9823,5505a76f-cfb2-449a-a8e0-74d11033d91b,4,2024-01-11,34152.55
b560c0a5-cbaf-4a17-ae55-fa60fb9816c4,a570f0bc-9f8f-4d46-a712-e903e6492c0e,7623dcd7-8593-4265-ba80-13a9237aa8e5,6,2023-10-23,19826.41
32af627f-d3ce-41bb-97e9-eef3ea3db4b8,3e7e897b-3bed-4e9f-bb51-19c13d6ea252,15a51b72-1d49-48c5-877e-97d49d88ca38,2,2024-03-14,79265.18
11419c74-fd4f-426e-bb9c-0751e14115ed,606ab341-c6b3-462e-8051-a13ca844b097,c32d8e12-b2e6-406c-b1c0-cd4762c0a665,5,2023-08-02,31496.04
d84ff61c-b246-4452-aca4-de10fd6aa415,ce33f40c-d146-4bc6-8414-4de5757a1bf4,a78b78d0-2032-4693-9683-6e316e940477,6,2023-09-22,66314.29
f6d60de1-ef2f-42d9-b495-690bf976ce25,23a68ab8-243b-48f3-9427-3d648eed41f5,f4c3815a-fb8d-4c1c-abb1-563ee21b78b2,10,2023-08-26,76875.76
d461fe5d-a457-4147-b9dc-4dc9acc10e11,913efa34-954f-44cb-8c81-fe8ee67289cc,e3ddbb55-3039-476e-b534-c38ba123601e,9,2024-05-09,39728.62
4b0936d9-3d3b-4abf-ab4b-4cc45b39c73c,585d2144-58e5-402d-8493-54646a75d5c9,9dc46a46-886f-4a9b-ae07-623bc56b6817,4,2024-02-04,37598.08
a9264e50-948c-48b0-935f-33b9527a41f1,a4b691aa-7031-4029-960f-b8c82c367f1f,0fc24319-0a25-4fa0-b8a8-a7337aea1acb,10,2023-10-09,80849.50
aa5829fc-e026-470c-8c0c-5e7eca8ce66e,000b9bf7-44d0-4be1-9523-87c77202242c,d3d521bd-776f-4e7a-bafd-98bcc78ff3c7,8,2023-10-28,89169.62
aebb2d2a-6a5f-4f04-ab14-92cbf4795fda,96b4c88b-f376-459d-9138-43d0941c97eb,fdff9db0-099f-4841-97d7-ce83c336324b,8,2023-09-21,98841.48
1c530214-a315-417a-acad-e7b630c5c8c7,1bacf49d-d7e6-416f-ab49-bf14207d411c,91829e28-cf3d-4fbf-8d66-17fef34315f7,4,2024-04-25,63549.43
65df87ff-f483-4e0e-b03e-344f9ae87a63,adc38abb-3b76-4ecd-b061-17846110d5a7,1e9d3f4d-0023-4d39-8ff9-61089882327f,4,2023-12-01,56832.04
bac526b0-388b-4855-a0b6-7e4a612040de,4bf5c743-b65f-40d3-af40-0110b65168f5,390717df-f002-49f8-83a3-a3d69316811b,2,2023-08-11,80445.43
8ccc2dea-e023-432f-9889-515e0fb51828,e6785a1e-2b46-4f97-b560-f298a76aa5e7,72669be2-7ad5-4d43-9a40-756b24258c76,10,2024-04-11,59786.60
127ad591-9173-4207-b78a-c07f080558b9,a7f8b102-02cc-4ba8-8552-40e173473894,d57b6fa6-826b-4022-9be9-87d703c9a15b,6,2024-04-17,47514.32
37efae70-35e4-4107-9e69-90257bce5eb7,527b6de0-221e-4cf8-90be-d2d336623735,289074e8-64b3-4b42-85f7-87b1d028e0ca,9,2024-03-31,76664.60
268daf78-e075-4864-a701-46d5cd08cbea,70eab754-81de-41cd-a2a7-bcf1ac63a65e,597a51a6-dc06-404b-b5ae-8901ca62c3b8,3,2024-05-16,53959.18
2d710618-0f6f-4340-986d-ad094d7068f5,bb043cf6-12d9-4935-955e-0a7a0987bc28,4568bb13-d5ca-4a3c-b7d2-9af9895ac41c,9,2023-10-29,36897.03
2e65fa03-d501-4aa1-bffc-64d19cf5c538,5587bfb6-25df-466e-b755-02901cf281c4,15d398ab-c2e6-44b6-b07b-0c7f55e00688,8,2023-09-20,51230.88
11ea9c77-eaa2-4066-9155-b32ed20827ff,92694402-c174-4a6e-b953-8be227e1190d,84a58cd4-57cc-4889-806b-968f81675ee5,7,2024-03-04,50456.08
94dcf772-c7ae-4b3d-9e65-3bff00b38528,74a86b41-9e8c-4f05-a5eb-c1d944b29641,fadf8000-fe58-474b-b25f-237c7d6f5f5d,1,2023-11-23,96412.98
900f73f1-6bba-48fb-bd72-f4da7b79130d,384fa6fb-eced-45c7-bc34-bf68e924cc3e,cb8c9686-7c69-46c9-bd01-4694538032f2,1,2023-06-08,42632.47
d07e9112-e2c5-4e34-aaa3-74d822b1340e,08433a45-7bf7-4bc3-8cc8-bd24d07b77dc,3f9ac43a-e7bf-43cb-a69d-175062ecde6e,9,2024-02-08,66176.21
3dc47736-8dc4-403f-8f1a-ea731dafa879,d0c7d748-ee64-4c25-b1b9-dc2caed153a8,765328c5-4b2e-45fd-a4fd-a6acc9b5b8ed,9,2024-01-19,84657.87
d73c2bec-a97f-4cc1-9ad4-0637b6c4bfb3,97e6316e-8f71-463b-a7e8-ed30ee80628f,2ed3ae42-d17e-4fa6-baa6-7013c51cd244,10,2024-04-04,89145.92
948b31f1-0efd-464a-9125-5a545ad87590,427ede43-54a3-408f-a0f3-a5e82cfc0a3c,b47a2076-eed4-4a3c-ba67-89fc80886575,7,2024-04-14,90166.75
27fef559-ac60-45e1-bdc9-d3427704479e,2c690d18-6201-4b06-b143-2a4dfb900f9d,4b942c33-0340-45db-9a5f-a1f534f9aa4c,7,2023-11-06,15100.20
f8cc1a82-03a5-4445-99b7-cd9e7328d8f0,88cced21-baf3-40cf-909b-d6187f853194,19b22098-c65c-428d-aa06-b29475696fee,3,2023-07-23,84223.90
d13f31b3-3da0-44e2-9511-65b9a5d67c03,44918915-2b93-49f3-b9dc-64f8f1aa4f31,3858f83d-3a9d-4071-baca-e0dbe853a6f6,9,2023-12-16,25041.19
0b2144d3-ac70-4a30-a4e4-9c4d3ca86f09,8e61d47d-2bd3-4992-bb3e-a39a217adbd7,175a185a-07ec-420d-9b39-5e23462b4d3a,8,2023-09-08,87160.35
984bce60-5227-499f-b919-3abff7999d74,bb8246c7-2475-4152-a75d-ee97f353ee8b,c325cd66-3bd7-4040-8b8a-8dbad2d95fba,9,2024-02-15,42716.84
e79f8e10-5fea-43f3-a930-53b1e208b579,40e5ec88-403e-43a8-b819-a2ebcf123bc5,d92c2317-5928-4be4-a8b0-af26fdccf1a1,2,2023-10-11,78583.18
101534da-8099-4b6b-85bb-f811257327da,f75bfcd7-4e13-4786-983c-782fa5549fb3,373725ec-5e10-480f-9a90-0c1b7604f48b,2,2024-01-30,67586.61
380939cc-e1e4-46d0-9aea-1d0cad633f10,2de36d4c-2aa1-4ec9-93bf-b4d7f275c025,b2a69255-6aa2-437c-b6c3-bac1bcc2c530,9,2023-08-10,28938.64
abbc9b4d-8501-4682-b47b-43edb5331951,26c0e921-1be0-4e31-bc0b-714e752f5280,f03ba65a-f61f-4240-855f-dc05f554dd9f,9,2024-05-01,62349.78
1f0d63c0-289e-481b-847b-fe5ef5c35b52,f9a6e280-7f6b-46d2-a0c8-6bf30bae5b36,f2a8a9b1-bfd6-4ddc-bd70-ca0c8a8afedd,7,2024-03-05,84688.58
515b475c-53ac-42d2-957c-f5a5bf3d0810,e067e229-d2ce-4c82-84d5-d3c6652eaadc,1158c206-d6b4-41e8-8489-f0c07d72e129,4,2023-12-01,72545.83
87e15b3d-0c56-4777-830a-69fb3e10546f,9627bdcd-b919-4342-8bea-6a06330fd9cb,7fe6fb95-b6bf-4778-b0c2-1ad487495e48,8,2024-01-25,80328.75
f5f4d4e4-b341-482e-aa19-3a45c4f69a78,98df3df2-0447-49a1-adf9-2de4d8b2662e,2ec1bbd1-e489-4a15-8160-e67048653e07,10,2023-06-11,81037.69
074ee333-22b0-42e1-a28f-2a15f7595fed,57d9c84a-7eaf-47d3-b0c2-438ddf30975e,53648aff-e32f-43e3-a3c2-5bb6f6f06339,5,2023-12-22,33969.94
2975c6fb-4ad4-4c2e-88d2-80914b9b5e2f,a9a178aa-e07e-42f2-9292-49c2bfbd0a3f,cf0ab071-f423-4fc8-b9c9-a8b9880ffe67,5,2023-07-28,49344.29
c242fe87-29c7-4a16-aaa3-7cfc17c45a6f,bd6c7a43-57aa-454d-a909-8e8e06da3fb0,84ee405c-5ee2-4a24-b28c-f06f9205b843,3,2023-06-20,83725.76
727da79d-7c56-4c51-820a-12d6735f4e04,53e806f8-39de-4eb0-8a4d-8ed66ac47e66,e00f468f-f1cd-4f52-b837-38e698185270,7,2023-08-26,92796.80
66b0b7f8-a8ee-4c22-93d6-ad53998b609e,4c11d716-11de-4857-9c6c-52beca661de9,4c05af12-c5cb-4eb5-a919-f1307136d551,3,2024-04-20,77585.80
7deb7704-ad52-4a23-82c8-115804f333f2,1d3e51a7-107c-4fd3-a8fc-4bde90429b4c,46d6a4a9-50de-4b9e-acaa-ed44c26191aa,6,2023-09-02,51318.34
008366f1-4293-45eb-ab08-87c2c6786c78,74566569-2655-4c0b-9b95-28e97c420f16,67cf4022-4862-46b6-9b73-8e59df68b741,5,2023-12-10,21048.42
58c41fa4-7fef-4830-817d-7a913710ccc0,9e25fb2c-298b-4e77-b001-1327c90d3c15,ac17b122-41dd-46d0-99ce-dc8930b83ea9,4,2024-02-10,40247.99
2c219ca2-9165-4db0-9b75-96ec4df17b5c,2ee2fafe-0522-497b-ac03-d456058d233d,7a07ef1e-637f-44bd-9bcd-295eab9b03f8,2,2024-03-07,79382.55
104986e9-a853-4cb3-970d-e11f6ad0c833,294bc83b-2b5b-4c17-be78-36469c792152,0f2cf8b7-191b-464b-b82b-c19ef5439f5d,4,2023-12-31,53891.25
4a48d870-6207-4d8b-901b-ba265705d7df,5ca461be-8490-4485-a3ed-ab3ba4de29ca,a3116d98-6fe5-4551-9951-2ac269ecb486,4,2024-03-08,57337.25
edc392cc-663e-45cc-bd3c-0489ac2077a2,114442d6-c6da-4384-b4a4-d6ab416f9cd5,33cf1b2a-7272-4729-848b-ec6aef6a18a2,10,2024-05-18,76991.60
3c72effd-e597-438a-972a-2b603259b15d,d77b2c4c-c3c9-4902-accc-7fdba2b6d04b,e80d6936-9aae-467a-b78f-bcf653e55cfc,4,2024-04-17,92249.46
88d4369e-e5e6-49b9-89cb-d79235f703f2,e83ec963-6678-48eb-aff3-81f63bad63f1,fda73196-8e9a-404a-b6b3-3074156b0cf6,2,2023-09-01,15876.77
a58c9d88-f235-4c36-a305-70c4d48bbdd1,1608e9ad-4ebc-44a2-b7f4-ad910fee09c2,4f6d1cab-2618-4eae-8e65-1a3df2ec717d,1,2024-05-21,64912.41
72ac2d30-766b-4d83-bb1f-c2fbf47f14a0,e22c097a-d803-449c-a09d-32400d999063,f990e1c6-aad3-4373-8d95-1635701d9c3d,7,2024-01-30,81407.32
2bf96bdd-68d3-4b15-916b-69968426437f,ce1c243c-a466-41f4-bf22-ddacc5d8d86d,8411010f-89ef-4080-ac3f-c992b25413ac,9,2024-02-27,70100.65
0391d292-8da4-4aef-8574-dc9c058433eb,d567db19-3043-45c4-bd3b-9bef6b9bf16b,827ab41a-79cb-4b36-b977-2980d2fa0409,2,2023-08-12,79858.80
b632e197-acbe-42c0-bb18-de4b30053faf,012882e7-105a-4f89-b3c8-55066189e8f2,72ef5555-32ed-4f0c-857a-8193d6b1017a,8,2023-11-12,24746.66
cc5948ee-43e3-4a5e-896e-079ebbed93c9,9fe3da63-6814-4ae7-9675-2ff54ddd5700,9ac5fb60-6075-4737-98b8-e09a5bbc0e52,9,2024-02-24,41234.44
5e573296-f984-4f69-a7c5-bd610370b64a,131d21eb-094b-45d2-b5ed-1d6931254d79,1ff800c0-ad5f-47a6-b43b-941c0387eea7,6,2024-03-30,91049.06
289d920e-949e-4004-87f1-d6b4e2f657ea,3ce435bb-b537-4382-b902-ef8d8cb1ecd7,1b2d2e93-f546-45a5-82b0-1cc6f63f1bff,7,2023-11-13,31696.79
06ebd1e1-c5a7-4d10-8702-fb8853584384,da1d5e25-a17a-4f66-be86-278712c509f3,eca8ccc2-b213-4c7b-baff-f1ad041340da,3,2023-10-17,80363.33
62c2bdf4-084b-4515-8560-3e1d07145a38,4f4f003d-878b-4ad4-b9a9-6d66edf8a074,bc7e1a67-d8c7-466b-8432-21f6d4e0410d,10,2023-07-01,21468.33
b8bdcabe-f18d-4b4d-b598-6f27f54b8837,b8933741-688a-48b3-b035-d8db16955cef,cf659d5f-376c-4cfa-a5dd-60739488bc24,3,2024-03-07,88612.49
7795d5e9-1905-451a-af06-3346b73cc969,2e0c24e9-c18a-44c1-94b2-5e9eba194d7c,e0eb5ce4-a7ad-4f53-ae79-6d1f6e63aa8c,9,2024-04-04,43428.59
122b53e9-ae77-452a-a19b-7f849c87177f,b1be1619-7b51-4732-ba34-34946ca96e52,e2358868-0e55-4ad5-96a0-a92e4d6c1b6d,2,2023-12-27,44154.61
adb217e7-696e-4b02-9926-47f98321ab93,5000fe9e-bb04-42ec-a792-fddcdf66375e,8f277150-9ad9-4bb2-95e4-d8939d0b646a,5,2024-02-12,65566.23
d8cb25e7-6a40-4d13-8b35-8c28adb86e53,025502de-e27f-4587-a04d-e6e908cb7a71,bdec4ee3-6d1b-49c4-8627-ad1c039fc18c,2,2024-01-23,74987.59
81cc42ad-530c-4fde-a00b-cbdbfa8c8085,8d9d02f2-a57b-47e1-8657-a6188ce0485e,8dc7e8e4-3f55-416e-86a1-808beb3f3413,5,2023-09-18,11602.49
8d9c5926-f327-407b-8de5-06acbf79e0d9,3535814d-38e0-4c42-808b-b59bc569a4ee,48c39560-67d9-4d23-bf42-af3c5d16ff10,7,2024-01-24,46073.15
